Date,Open,High,Low,Close,Volume
1994-10-28,10.6004,10.71938,10.43852,10.53084,9761600
1994-10-31,10.49996,10.85135,10.38001,10.79252,12710799
1994-11-01,10.71938,10.87021,10.6004,10.78179,7789200
1994-11-02,10.78179,10.80877,10.34913,10.34913,7812400
1994-11-03,10.43852,10.49996,10.25063,10.38001,3947200
1994-11-04,10.38001,10.40114,10.00358,10.09883,6858798
1994-11-07,10.09883,10.30784,10.02926,10.19049,4037201
1994-11-08,10.14824,10.65046,10.06047,10.56074,12463200
1994-11-09,10.68882,10.75123,10.25063,10.40114,14512001
1994-11-10,10.43852,10.4707,10.25063,10.32897,5463599
1994-11-11,10.30784,10.38001,10.25063,10.28021,2224000
1994-11-14,10.30784,10.68882,10.30784,10.61893,4986800
1994-11-15,10.61893,10.75123,10.30784,10.34913,5986402
1994-11-16,10.19049,10.39074,10.14824,10.23438,6692800
1994-11-17,10.22235,10.25063,9.97107,10.00358,5372800
1994-11-18,10.00358,10.11638,9.89859,10.00358,5251200
1994-11-21,10.00358,10.06047,9.50103,9.52931,7235601
1994-11-22,9.43959,9.78059,9.30924,9.34955,8012001
1994-11-23,9.24813,9.47047,9.10185,9.22017,11707600
1994-11-25,9.22017,9.43959,9.18929,9.43959,3008001
1994-11-28,9.39928,9.55857,9.33069,9.46007,4952799
1994-11-29,9.50103,9.62195,9.43959,9.55857,5147599
1994-11-30,9.60082,9.85048,9.24813,9.30924,11144001
1994-12-01,9.24813,9.39928,9.00075,9.03911,11047199
1994-12-02,9.12038,9.18929,8.90096,9.13891,6152000
1994-12-05,9.12038,9.34955,9.02773,9.29039,6438399
1994-12-06,9.24813,9.60082,9.22017,9.39083,8503199
1994-12-07,9.38043,9.46007,9.01766,9.15028,4903599
1994-12-08,9.22017,9.24813,8.94127,8.9715,6066400
1994-12-09,8.9715,9.10185,8.68966,9.05894,9311599
1994-12-12,9.10185,9.18929,8.87918,9.12038,8002800
1994-12-13,9.15028,9.22992,9.05894,9.10185,4257200
1994-12-14,9.12038,9.52931,9.12038,9.47047,11122399
1994-12-15,9.50103,9.60082,9.22017,9.27998,8128399
1994-12-16,9.30924,9.43959,9.18929,9.30924,6420800
1994-12-19,9.30924,9.85048,9.30924,9.78059,11886400
1994-12-20,9.78059,9.80919,9.60082,9.62195,6255201
1994-12-21,9.47047,9.62195,9.38043,9.60082,5622801
1994-12-22,9.62195,9.7172,9.55857,9.65349,4752798
1994-12-23,9.62195,9.85048,9.62195,9.7172,3353201
1994-12-27,9.80919,9.94019,9.7172,9.78059,2925601
1994-12-28,9.78059,9.80919,9.55857,9.78059,3184401
1994-12-29,9.80919,9.97107,9.78059,9.88103,4333600
1994-12-30,9.85048,9.97107,9.68827,9.74808,2610400
1995-01-03,9.7172,9.7172,9.47047,9.60082,3709602
1995-01-04,9.65349,9.89859,9.65349,9.85048,5667200
1995-01-05,9.80919,9.85048,9.68827,9.7172,2629999
1995-01-06,10.40114,10.78179,10.28021,10.49996,38450800
1995-01-09,10.40114,10.4707,10.25063,10.30069,9788800
1995-01-10,10.30784,10.99991,10.30784,10.92124,21956801
1995-01-11,10.94075,12.02062,10.66997,11.69002,31208001
1995-01-12,11.52814,11.59998,11.18812,11.35,19706400
1995-01-13,11.52814,11.52814,11.101,11.21803,12549200
1995-01-16,11.21803,11.31165,11.0581,11.12116,6749201
1995-01-17,11.12116,11.37991,11.02884,11.24923,11789598
1995-01-18,11.24923,11.39909,11.18812,11.39909,4559200
1995-01-19,11.37991,11.50019,11.24923,11.47093,11224799
1995-01-20,11.74984,11.74984,10.61893,10.65046,35727201
1995-01-23,10.4707,10.65046,10.25063,10.56074,14233600
1995-01-24,10.56074,10.6004,10.34913,10.40114,7789200
1995-01-25,9.88103,10.49996,9.88103,10.2399,18466800
1995-01-26,10.22235,10.38001,9.80919,9.88103,8799600
1995-01-27,9.97107,10.09883,9.74808,9.97107,10663199
1995-01-30,10.02926,10.11638,9.97107,10.02926,8235201
1995-01-31,10.11638,10.22235,10.00358,10.09883,7599201
1995-02-01,10.19049,10.19049,9.97107,10.02926,5656000
1995-02-02,10.02926,10.4707,10.02926,10.40114,7270799
1995-02-03,10.49996,10.53084,10.09883,10.11638,11400401
1995-02-06,10.19049,10.19049,9.88103,10.11638,8679599
1995-02-07,10.09883,10.25063,10.00358,10.21065,7200000
1995-02-08,10.25063,10.6004,10.22235,10.5809,14387999
1995-02-09,10.53084,10.97163,10.53084,10.90076,16978399
1995-02-10,10.90076,11.03924,10.85135,10.94075,12534401
1995-02-13,10.87898,11.12116,10.80877,10.94075,10120400
1995-02-14,10.94075,11.02884,10.65046,10.72848,5914799
1995-02-15,10.80877,10.87898,10.61893,10.64071,6588401
1995-02-16,10.78179,10.80877,10.65046,10.79252,7813600
1995-02-17,10.71938,10.75123,10.61893,10.61893,4349601
1995-02-21,10.65046,10.68882,10.22235,10.25063,10770800
1995-02-22,10.14824,10.25063,10.02926,10.21065,10479200
1995-02-23,10.28021,10.4707,10.00358,10.04161,11239599
1995-02-24,10.02926,10.09883,9.62195,9.74808,20314800
1995-02-27,9.55857,9.74808,9.52931,9.55857,9600400
1995-02-28,9.62195,9.97107,9.50103,9.88103,7963200
1995-03-01,9.94019,10.02926,9.85958,10.00358,8016000
1995-03-02,10.02926,10.19049,9.94019,10.00358,9598001
1995-03-03,9.94019,10.17034,9.88103,10.06047,5206001
1995-03-06,9.94019,10.00358,9.88103,9.94019,4739999
1995-03-07,9.97107,9.97107,9.55857,9.57905,5385200
1995-03-08,9.68827,10.02926,9.43959,9.89013,13031202
1995-03-09,9.97107,10.09883,9.85048,9.94019,7024399
1995-03-10,9.89859,10.09883,9.85048,9.88103,4907600
1995-03-13,9.89859,9.89859,9.50103,9.52931,11634000
1995-03-14,9.55857,9.55857,8.61945,8.75013,25995202
1995-03-15,8.87918,9.05894,8.72022,8.75013,26105999
1995-03-16,8.81059,9.00075,8.75013,8.81059,11311999
1995-03-17,8.87918,8.87918,8.72022,8.78036,7701601
1995-03-20,8.78036,8.90096,8.75013,8.81059,6781600
1995-03-21,8.87918,9.18929,8.81059,9.05894,10906000
1995-03-22,9.05894,9.88103,9.05894,9.51956,17112400
1995-03-23,9.47047,9.50103,9.23968,9.27998,6074799
1995-03-24,9.34955,9.47047,9.30924,9.43959,4575598
1995-03-27,9.39928,9.39928,9.15028,9.29039,5100001
1995-03-28,9.05894,9.09145,8.53006,8.60092,24635601
1995-03-29,8.5008,8.72022,8.46992,8.60092,17745600
1995-03-30,8.65131,8.87918,8.61945,8.84732,9764799
1995-03-31,8.78036,8.90096,8.68966,8.81059,6544399
1995-04-03,8.87918,8.94127,8.78036,8.87918,5510800
1995-04-04,8.94127,8.9715,8.40003,8.46992,15292799
1995-04-05,8.53006,8.68966,8.44001,8.68966,9459200
1995-04-06,9.30924,9.50103,8.87918,9.18929,25815202
1995-04-07,9.24813,9.27998,9.05894,9.18929,10561599
1995-04-10,9.22017,9.24813,9.02773,9.15028,4207200
1995-04-11,9.18929,9.47047,9.15028,9.43959,7661199
1995-04-12,9.55857,9.89859,9.34955,9.74808,16953999
1995-04-13,9.80919,9.80919,9.47047,9.55857,6227201
1995-04-17,9.52931,9.85048,9.47047,9.60082,7457600
1995-04-18,9.62195,9.65349,9.38043,9.38043,8254800
1995-04-19,9.38043,9.38043,8.90096,9.10185,9979600
1995-04-20,9.27998,9.62195,9.15028,9.39928,11768001
1995-04-21,9.30924,9.88103,9.27998,9.78059,23808001
1995-04-24,9.74808,9.89859,9.62195,9.74808,9722800
1995-04-25,9.78059,9.85048,9.30924,9.43959,9772801
1995-04-26,9.39928,9.68827,9.34955,9.55857,8230000
1995-04-27,9.62195,9.62195,9.43959,9.47047,4995201
1995-04-28,9.50103,9.60082,9.38043,9.55857,6975600
1995-05-01,9.55857,9.68827,9.50103,9.55857,6355599
1995-05-02,9.55857,9.60082,9.38043,9.52931,4286000
1995-05-03,9.55857,9.65349,9.50103,9.52931,6027998
1995-05-04,9.55857,9.97107,9.50103,9.62195,10844399
1995-05-05,9.68827,9.78059,9.52931,9.7172,7428801
1995-05-08,9.97107,10.25063,9.94019,10.11638,13820399
1995-05-09,10.14824,10.34913,10.00358,10.30784,11533201
1995-05-10,10.38001,10.4707,10.19049,10.3605,9824000
1995-05-11,10.40114,10.40114,10.09883,10.25063,18700800
1995-05-12,10.22235,10.92124,10.11638,10.90076,23141200
1995-05-15,10.78179,10.94075,10.61893,10.90076,14048400
1995-05-16,10.78179,11.101,10.61893,10.94075,11875600
1995-05-17,10.94075,11.101,10.87898,10.99991,9398000
1995-05-18,11.02884,11.02884,10.80877,10.85135,13270400
1995-05-19,10.71938,10.94075,10.65046,10.68882,11521200
1995-05-22,10.61893,11.02884,10.56074,11.02884,13281601
1995-05-23,11.02884,11.101,10.87898,10.97163,9880799
1995-05-24,10.94075,11.0581,10.71938,10.87898,9452401
1995-05-25,10.80877,10.99991,10.75123,10.85135,6530800
1995-05-26,10.75123,10.78179,10.56074,10.66997,4091199
1995-05-30,10.65046,10.71938,10.38001,10.49996,7013599
1995-05-31,10.53084,10.53084,10.25063,10.39074,5697601
1995-06-01,10.4707,10.61893,10.43852,10.54124,6668801
1995-06-02,10.4707,10.6004,10.38001,10.53084,3774799
1995-06-05,10.6004,10.87898,10.53084,10.87898,9094801
1995-06-06,10.90076,11.101,10.87898,10.99991,11259601
1995-06-07,11.02884,11.02884,10.78179,10.78179,4447199
1995-06-08,10.85135,10.85135,10.53084,10.72848,4862000
1995-06-09,10.90076,10.94075,10.78179,10.87898,6665201
1995-06-12,10.99991,11.12116,10.97163,11.03924,7575602
1995-06-13,11.12116,11.15139,10.97163,10.99991,4497999
1995-06-14,10.97163,10.97163,10.85135,10.90076,4216001
1995-06-15,10.90076,10.94075,10.85135,10.90076,3312800
1995-06-16,10.97163,10.99991,10.87898,10.97163,3185999
1995-06-19,10.97163,11.31165,10.87898,11.101,16769200
1995-06-20,11.50019,11.93772,11.50019,11.84963,26376000
1995-06-21,11.90197,12.52902,11.69002,12.34991,22357600
1995-06-22,12.24979,12.39769,12.15064,12.28067,16925600
1995-06-23,12.189,12.24979,11.93772,12.189,8284398
1995-06-26,12.05962,12.12106,11.90197,12.03167,5456400
1995-06-27,11.84963,12.05962,11.59998,11.59998,7753599
1995-06-28,11.50019,11.88019,11.35,11.65004,9512798
1995-06-29,11.59998,12.03167,11.50019,11.80997,8305600
1995-06-30,11.80997,11.96926,11.52814,11.61038,5910399
1995-07-03,11.62111,11.77974,11.5587,11.72968,1406800
1995-07-05,11.72058,11.96926,11.62111,11.62111,6323599
1995-07-06,11.62111,11.74984,11.44102,11.74984,6574800
1995-07-07,11.72058,12.31285,11.69002,12.15064,13825598
1995-07-10,12.15064,12.47116,12.03167,12.15064,10640401
1995-07-11,11.93772,12.15064,11.76999,11.77974,7667599
1995-07-12,11.80997,12.00111,11.52814,11.74984,10136000
1995-07-13,11.84963,12.189,11.77974,11.90197,12583199
1995-07-14,11.84963,12.24979,11.74984,12.189,9926001
1995-07-17,12.21728,12.43995,12.15064,12.24979,8077200
1995-07-18,12.24979,12.38892,11.93772,12.03167,9094000
1995-07-19,11.74984,12.00111,11.24923,11.37991,18608399
1995-07-20,11.50019,11.84963,11.24923,11.76999,11831199
1995-07-21,10.75123,11.21803,10.75123,10.94075,27067200
1995-07-24,10.99991,11.37991,10.94075,11.35,7665200
1995-07-25,11.50019,11.59998,11.39909,11.44102,9411601
1995-07-26,11.5587,11.5587,11.35,11.35,6123200
1995-07-27,11.37991,11.88019,11.37991,11.71018,11613600
1995-07-28,11.69002,11.80997,11.24923,11.37991,9319201
1995-07-31,11.37991,11.39909,11.18812,11.24923,5661601
1995-08-01,11.21803,11.21803,10.87898,10.87898,7532800
1995-08-02,10.97163,11.24923,10.94075,11.101,9826001
1995-08-03,11.02884,11.39909,10.97163,11.24923,7640400
1995-08-04,11.24923,11.28239,10.94075,11.0581,6868399
1995-08-07,11.02884,11.15139,10.78179,10.85135,6919999
1995-08-08,10.90076,10.94075,10.6004,10.61893,8378400
1995-08-09,10.65046,10.94075,10.61893,10.78179,13179201
1995-08-10,10.78179,10.80877,10.65046,10.68882,5858001
1995-08-11,10.71938,10.78179,10.4707,10.77204,7390400
1995-08-14,10.75123,10.94075,10.71938,10.85135,5978799
1995-08-15,10.97163,11.02884,10.78179,11.01811,11352401
1995-08-16,10.99991,11.12116,10.90076,11.12116,10451201
1995-08-17,11.15139,11.37991,11.02884,11.15139,8817600
1995-08-18,11.21803,11.28239,10.94075,11.21803,8612799
1995-08-21,11.21803,11.35,11.02884,11.02884,9706400
1995-08-22,11.101,11.28239,11.02884,11.18812,7751600
1995-08-23,11.21803,11.47093,11.15139,11.37991,9064399
1995-08-24,11.39909,11.5587,11.37991,11.44102,10283200
1995-08-25,11.47093,11.47093,11.15139,11.18812,4797999
1995-08-28,11.21803,11.24923,10.75123,10.75123,8680000
1995-08-29,10.75123,10.80877,10.61893,10.78179,11323599
1995-08-30,10.80877,10.94075,10.78179,10.85135,5481200
1995-08-31,10.85135,10.87898,10.75123,10.75123,3137999
1995-09-01,10.75123,10.87898,10.71938,10.72848,3513600
1995-09-05,10.87898,10.87898,10.68882,10.87898,6427599
1995-09-06,10.97163,11.03924,10.87898,10.94075,7170000
1995-09-07,10.99991,11.32953,10.94075,11.18812,9368800
1995-09-08,11.18812,11.21803,11.12116,11.18812,6242000
1995-09-11,11.21803,11.37991,11.0581,11.0581,6160401
1995-09-12,11.12116,11.21803,10.65046,10.72848,11651999
1995-09-13,10.71938,10.85135,10.49996,10.6004,11526799
1995-09-14,10.34913,10.40114,9.94019,10.00358,19662800
1995-09-15,9.34955,9.97107,8.87918,8.9715,43284401
1995-09-18,9.10185,9.21042,8.9715,9.17141,22196000
1995-09-19,9.18929,9.27998,9.02773,9.18929,17500800
1995-09-20,9.30924,9.34955,9.12038,9.15028,11493198
1995-09-21,9.12038,9.38043,9.10185,9.24813,12404800
1995-09-22,9.22017,9.30924,9.10185,9.26958,14237201
1995-09-25,9.55857,9.55857,9.34955,9.38043,11257601
1995-09-26,9.43959,9.47047,9.27998,9.34955,8960799
1995-09-27,9.38043,9.38043,8.68966,9.05894,16115600
1995-09-28,9.12038,9.47047,9.12038,9.43959,11828000
1995-09-29,9.50103,9.55857,9.22017,9.30924,10122000
1995-10-02,9.43959,9.62195,9.38043,9.39928,14000000
1995-10-03,9.52931,9.62195,9.27998,9.39928,10350798
1995-10-04,9.15028,9.24813,9.00075,9.10185,9527600
1995-10-05,9.05894,9.15028,8.9715,9.12038,8716801
1995-10-06,9.18929,9.24813,8.90096,8.92111,11037199
1995-10-09,8.84732,8.94127,8.60092,8.70917,13306000
1995-10-10,8.60092,8.75013,8.40003,8.67081,14295202
1995-10-11,8.81059,8.90096,8.53006,8.72022,11888401
1995-10-12,8.75013,8.84732,8.68966,8.82782,5787600
1995-10-13,8.94127,9.22017,8.87918,9.00075,8399600
1995-10-16,9.05894,9.24813,8.9715,9.02773,6502400
1995-10-17,9.12038,9.22017,8.9715,9.15028,6379200
1995-10-18,9.24813,9.89013,9.18929,9.34955,18300000
1995-10-19,8.9715,9.02773,8.68966,8.68966,33746401
1995-10-20,8.81059,8.81059,8.65131,8.78036,13797600
1995-10-23,8.78036,8.78036,8.68966,8.78036,7064399
1995-10-24,8.87918,8.87918,8.72022,8.78036,7624799
1995-10-25,8.81059,8.84732,8.68966,8.68966,4760798
1995-10-26,8.72022,8.75013,8.61945,8.72022,4495199
1995-10-27,8.72022,8.72022,8.53006,8.68966,5507599
1995-10-30,8.72022,8.81059,8.65131,8.81059,6272800
1995-10-31,8.81059,9.15028,8.78036,9.08072,10329201
1995-11-01,9.15028,9.27998,8.87918,9.15028,6901200
1995-11-02,9.22017,9.22017,9.05894,9.15028,5455601
1995-11-03,9.18929,9.22017,8.9715,9.12038,6408401
1995-11-06,9.12038,9.68827,9.10185,9.52931,11134800
1995-11-07,9.43959,10.11638,9.38043,9.89859,26299600
1995-11-08,9.94019,10.25063,9.68827,9.7172,12815199
1995-11-09,9.94019,10.00358,9.7172,9.85048,9289600
1995-11-10,9.85048,10.06047,9.7172,9.94019,7968399
1995-11-13,10.06047,10.30784,10.00358,10.22235,11334801
1995-11-14,10.25063,10.61893,10.25063,10.38001,14545600
1995-11-15,10.49996,10.49996,10.02926,10.25063,8862000
1995-11-16,10.22235,10.38001,9.88103,9.9805,8079600
1995-11-17,10.00358,10.09883,9.94019,10.02926,4590401
1995-11-20,10.06047,10.06047,9.62195,9.65349,5302000
1995-11-21,9.68827,9.68827,9.47047,9.65349,6843198
1995-11-22,9.65349,9.80919,9.62195,9.65349,3528801
1995-11-24,9.7172,10.09883,9.68827,10.04161,3926799
1995-11-27,10.14824,10.14824,9.85048,9.85048,4138401
1995-11-28,9.85048,10.02926,9.80919,10.00358,6296001
1995-11-29,10.02926,10.02926,9.74808,9.80919,3759600
1995-11-30,9.7172,9.74808,9.50103,9.52931,6244800
1995-12-01,9.50103,9.55857,9.27998,9.39928,7293200
1995-12-04,10.02926,10.02926,9.74808,9.88103,17167200
1995-12-05,9.62195,9.97107,9.55857,9.88103,12985599
1995-12-06,9.94019,9.97107,9.60082,9.68827,7182401
1995-12-07,9.68827,9.68827,9.47047,9.64308,5068800
1995-12-08,9.68827,9.85048,9.47047,9.85048,5048400
1995-12-11,9.88103,9.89859,9.60082,9.65349,3987600
1995-12-12,9.65349,9.65349,9.50103,9.50103,6341199
1995-12-13,9.55857,9.74808,9.18929,9.60082,24460800
1995-12-14,9.7172,9.85048,9.50103,9.55857,11910801
1995-12-15,8.87918,9.15028,8.60092,8.81059,25960000
1995-12-18,8.78036,8.81059,7.97159,8.06099,23804799
1995-12-19,8.18841,8.30966,8.06099,8.18841,15388001
1995-12-20,8.3789,8.40003,8.1208,8.15201,13062000
1995-12-21,8.18841,8.18841,7.91211,8.1208,11888401
1995-12-22,8.15201,8.21962,8.02848,8.06099,8380801
1995-12-26,8.1208,8.1208,7.93876,8.01873,4982399
1995-12-27,8.02848,8.3503,7.97159,8.10064,9591600
1995-12-28,8.02848,8.18841,7.97159,7.99825,8928401
1995-12-29,7.99825,8.10064,7.91211,7.97159,10862000
1996-01-02,8.06099,8.06099,7.93876,8.02848,4974800
1996-01-03,7.99825,8.21962,7.97159,8.02848,15351200
1996-01-04,8.10064,8.10064,7.83962,7.89065,10720800
1996-01-05,7.91211,8.55834,7.83962,8.55834,15926000
1996-01-08,8.61945,8.87918,8.5008,8.65131,4333600
1996-01-09,8.65131,8.65131,8.18841,8.18841,8972000
1996-01-10,8.1208,8.68966,8.06099,8.55834,13051200
1996-01-11,8.15201,8.75013,8.10064,8.75013,27026400
1996-01-12,8.68966,8.68966,8.30966,8.46992,14352001
1996-01-15,8.44001,8.61945,8.3503,8.53006,12967201
1996-01-16,8.60092,8.68966,8.40003,8.6409,12603999
1996-01-17,8.60092,8.60092,8.44001,8.5008,8443199
1996-01-18,8.21962,8.3503,7.59127,7.9898,24942400
1996-01-19,7.75055,7.93876,7.33902,7.46872,29615200
1996-01-22,7.43784,7.75055,7.30976,7.61955,17848000
1996-01-23,8.44001,8.5008,7.75055,7.91211,35295999
1996-01-24,8.02848,8.06099,7.93876,8.06099,23424801
1996-01-25,7.93876,7.99825,7.5308,7.56104,15899999
1996-01-26,7.59127,7.80939,7.16023,7.65823,26276801
1996-01-29,7.24995,7.43784,7.19079,7.28018,11878398
1996-01-30,6.74935,7.0315,6.70774,6.83321,22244399
1996-01-31,6.93983,7.0016,6.84199,6.90863,11716400
1996-02-01,6.87807,7.08871,6.87807,7.08871,11894400
1996-02-02,7.22102,7.40988,7.19079,7.30976,19856400
1996-02-05,7.41866,7.43784,7.24995,7.30976,11383200
1996-02-06,7.30976,7.4996,7.30976,7.40988,8079200
1996-02-07,7.43784,7.43784,6.93983,7.05783,12868800
1996-02-08,6.87807,7.0315,6.87807,6.96909,9398801
1996-02-09,6.96909,7.11862,6.90863,6.93983,7346000
1996-02-12,7.0315,7.11862,7.0016,7.08871,6938400
1996-02-13,7.0016,7.22102,6.96909,7.0315,8160801
1996-02-14,7.05783,7.05783,6.86019,6.90863,5828000
1996-02-15,6.90863,7.0315,6.84199,7.0016,4359999
1996-02-16,7.0315,7.08871,6.87807,6.87807,5587199
1996-02-20,7.0016,7.38127,7.0016,7.24995,13461201
1996-02-21,7.33902,7.43784,7.28018,7.40988,7922800
1996-02-22,7.4996,7.5308,7.40988,7.46872,6578000
1996-02-23,7.46872,7.56104,7.40988,7.46872,6188802
1996-02-26,7.4996,7.5308,7.38127,7.38127,4224401
1996-02-27,7.46872,7.46872,7.11862,7.16023,5327201
1996-02-28,7.22102,7.22102,6.90863,6.93983,6711200
1996-02-29,6.87807,6.93983,6.81273,6.87807,4031600
1996-03-01,6.90863,6.90863,6.6593,6.71944,8254800
1996-03-04,6.81273,6.84199,6.56081,6.56081,6698401
1996-03-05,6.62159,6.68921,6.56081,6.6593,4230000
1996-03-06,6.68921,6.71944,6.5296,6.53935,3537599
1996-03-07,6.56081,6.58909,6.33846,6.45939,9287999
1996-03-08,6.43826,6.56081,6.24874,6.49969,5321600
1996-03-11,6.56081,6.58909,6.43826,6.47011,4536000
1996-03-12,6.49969,6.58909,6.41258,6.45939,3434000
1996-03-13,6.47011,6.5296,6.41258,6.43826,3560002
1996-03-14,6.47011,6.47011,6.3817,6.41258,3334400
1996-03-15,6.49969,6.49969,6.3817,6.47011,3620800
1996-03-18,6.48962,6.5296,6.43826,6.5296,3897600
1996-03-19,6.58909,6.62159,6.41258,6.43826,4441601
1996-03-20,6.43826,6.43826,6.28125,6.30856,4142400
1996-03-21,6.3817,6.3817,6.24874,6.28125,3928001
1996-03-22,6.30856,6.33846,6.22046,6.33846,3841600
1996-03-25,6.3817,6.43826,6.00072,6.00072,5870401
1996-03-26,6.00072,6.12002,5.91198,5.97114,5742800
1996-03-27,5.80893,6.30856,5.74977,6.30856,15332000
1996-03-28,6.19218,6.41258,6.03062,6.04038,10567600
1996-03-29,6.05858,6.19218,5.93993,6.14017,5947199
1996-04-01,6.28125,6.47011,6.12977,6.3817,5665600
1996-04-02,6.41258,6.41258,6.22046,6.24874,3622800
1996-04-03,6.28125,6.28125,6.07808,6.14017,2579999
1996-04-04,6.15968,6.15968,6.00072,6.03062,3073200
1996-04-08,5.97114,6.12002,5.93993,6.08914,6029600
1996-04-09,6.22046,6.62159,6.08914,6.49969,8395600
1996-04-10,6.5296,6.62159,6.47011,6.49969,6241600
1996-04-11,6.5296,6.56081,6.3817,6.43826,3509602
1996-04-12,6.47011,6.47011,6.33846,6.3817,2908400
1996-04-15,6.3817,6.43826,6.24874,6.43826,5502799
1996-04-16,6.47011,6.49969,6.41258,6.47011,3622001
1996-04-17,6.47011,6.49969,6.28125,6.30856,3050400
1996-04-18,6.33846,6.35016,6.05858,6.19218,7758801
1996-04-19,6.15968,6.28125,6.15968,6.25947,3635601
1996-04-22,6.30856,6.3817,6.22046,6.28125,3968400
1996-04-23,6.28125,6.30856,6.15968,6.19218,6069600
1996-04-24,6.15968,6.19218,6.04038,6.05858,4583600
1996-04-25,6.08914,6.22046,6.03062,6.22046,6228799
1996-04-26,6.24874,6.28125,6.15968,6.19218,6745200
1996-04-29,6.24874,6.24874,6.12002,6.19218,4323201
1996-04-30,6.22046,6.22046,6.03062,6.08914,4880799
1996-05-01,6.08914,6.19218,6.03062,6.08914,4025200
1996-05-02,6.12002,6.12002,5.88044,5.93993,6725200
1996-05-03,6.03062,6.03062,5.88044,5.97114,3873600
1996-05-06,6.22046,6.47011,6.19218,6.41258,10338800
1996-05-07,6.58909,6.84199,6.56081,6.71944,12626400
1996-05-08,6.81273,6.81273,6.41258,6.68921,6671201
1996-05-09,6.58909,6.62159,6.43826,6.5296,3502800
1996-05-10,6.56081,6.84199,6.49969,6.81273,3949602
1996-05-13,6.78023,6.90863,6.6593,6.7591,6679200
1996-05-14,6.93983,7.0016,6.87807,6.87807,7058001
1996-05-15,6.96909,7.22102,6.93983,7.11862,10441599
1996-05-16,7.05783,7.16023,6.96909,7.08871,4645598
1996-05-17,7.08871,7.08871,6.87807,6.90863,4403600
1996-05-20,6.96909,7.0315,6.90863,6.99087,3018401
1996-05-21,7.0016,7.0315,6.78023,6.78023,4085199
1996-05-22,6.84199,6.84199,6.43826,6.5101,7210000
1996-05-23,6.5296,6.6593,6.43826,6.56081,4430400
1996-05-24,6.56081,6.71944,6.5296,6.68921,4044399
1996-05-28,6.68921,6.81273,6.58909,6.58909,3637599
1996-05-29,6.56081,6.56081,6.19218,6.22046,7839999
1996-05-30,6.22046,6.43826,6.19218,6.3817,3695200
1996-05-31,6.41258,6.6593,6.3817,6.5296,5808798
1996-06-03,6.47011,6.49969,6.19218,6.19218,4480798
1996-06-04,6.00072,6.08914,5.97114,6.04038,27222799
1996-06-05,6.33846,6.3817,6.05858,6.28125,18218000
1996-06-06,6.24874,6.30856,6.03062,6.05858,12931999
1996-06-07,6.00072,6.08914,5.88044,6.08914,9563199
1996-06-10,6.08914,6.12002,6.00072,6.03062,3798799
1996-06-11,6.05858,6.05858,6.00072,6.00072,5466400
1996-06-12,6.12002,6.12002,6.00072,6.05858,5425599
1996-06-13,6.08914,6.22924,6.00072,6.15968,6836400
1996-06-14,6.19218,6.19218,5.97114,5.99097,5177200
1996-06-17,6.03062,6.03062,5.91198,5.91198,4033199
1996-06-18,5.91198,5.93993,5.66005,5.69061,7972400
1996-06-19,5.78032,5.84046,5.66005,5.78032,4802400
1996-06-20,5.84046,5.84046,5.61779,5.69061,5253201
1996-06-21,5.71921,5.71921,5.58984,5.66005,5780399
1996-06-24,5.66005,5.66005,5.53197,5.5583,4384398
1996-06-25,5.53197,5.5583,5.08988,5.16237,8820001
1996-06-26,5.16237,5.19,4.90882,4.96896,14440401
1996-06-27,5.00017,5.25079,4.93873,5.16237,8187201
1996-06-28,5.22056,5.25079,5.16237,5.25079,4131601
1996-07-01,5.28102,5.37854,5.25079,5.37854,4713599
1996-07-02,5.33921,5.37854,5.25079,5.25079,3178800
1996-07-03,5.08988,5.08988,4.84153,4.84153,10307600
1996-07-05,4.84153,4.93873,4.80903,4.87989,3791200
1996-07-08,4.90882,4.96896,4.74856,4.78107,6746800
1996-07-09,4.87989,4.90882,4.74856,4.74856,6708001
1996-07-10,4.78107,4.87989,4.68908,4.68908,6049601
1996-07-11,4.68908,4.71768,4.34028,4.46868,10398400
1996-07-12,4.58993,4.58993,4.3094,4.51192,9606800
1996-07-15,4.53044,4.53044,4.27852,4.2899,4758000
1996-07-16,4.34028,4.34028,4.00124,4.21968,10329201
1996-07-17,4.34028,4.38091,4.16215,4.21968,8342800
1996-07-18,5.37854,5.4403,5.08988,5.22056,32037600
1996-07-19,5.22056,5.25079,5.19,5.19,9499201
1996-07-22,5.22056,5.22056,5.00017,5.06063,5435998
1996-07-23,5.11881,5.16237,5.06063,5.11881,4647199
1996-07-24,5.00017,5.25079,4.96896,5.20951,9431199
1996-07-25,5.28102,5.33921,5.19,5.25079,4086801
1996-07-26,5.37854,5.50142,5.28102,5.50142,4417199
1996-07-29,5.50142,5.61779,5.4403,5.5583,6989200
1996-07-30,5.66005,5.69061,5.3093,5.33921,6764400
1996-07-31,5.3093,5.50142,5.3093,5.50142,3313600
1996-08-01,5.50142,5.50142,5.28102,5.3093,3934400
1996-08-02,5.40942,5.50142,5.3093,5.40942,4569600
1996-08-05,5.40942,5.47119,5.22056,5.25079,3607599
1996-08-06,5.25079,5.37854,5.19,5.37854,3342401
1996-08-07,5.4403,5.66005,5.40942,5.58984,8873599
1996-08-08,5.58984,5.58984,5.47119,5.53197,3625601
1996-08-09,5.5583,5.84046,5.53197,5.78032,8242399
